order_no,delivery_means,delivery_by,amount,order_status,ordered_category,ordered_from,reasonForCancellation
3784082491,Cycle,F,538,Cancelled,Susi,Online Portal,Ordered mistaken
8374328436,Cycle,M,963,Cancelled,South Indian,Mobile App,Ordered mistaken
5188268329,Bike,M,199,Cancelled,South Indian,Mobile App,Ordered mistaken
8335776334,Walk,F,326,Cancelled,Seafood,Online Portal,Ordered mistaken
369024095,Bike,F,127,Cancelled,Continental,Mobile App,Packaging not Proper
2947012321,Bike,M,180,Cancelled,Susi,Mobile App,Ordered mistaken
5233512408,Cycle,M,870,Cancelled,Continental,Mobile App,Ordered mistaken
8874813562,Bike,M,827,Cancelled,Continental,Mobile App,Ordered mistaken
6058661404,Walk,F,865,Cancelled,Continental,Online Portal,Damaged
7547467687,Cycle,M,335,Cancelled,Susi,Mobile App,Damaged
6440082159,Cycle,M,701,Cancelled,South Indian,Online Portal,Damaged
5649565724,Walk,M,262,Cancelled,Susi,Mobile App,Damaged
1625328648,Cycle,F,313,Cancelled,North Indian,Online Portal,Packaging not Proper
1262373034,Bike,M,850,Cancelled,Continental,Online Portal,Packaging not Proper
1893637360,Cycle,M,415,Cancelled,Seafood,Online Portal,Ordered mistaken
9976847068,Walk,F,104,Cancelled,Seafood,Mobile App,Ordered mistaken
4619181153,Bike,M,549,Cancelled,South Indian,Mobile App,Ordered mistaken
2885339306,Cycle,M,786,Cancelled,South Indian,Mobile App,Ordered mistaken
5185752920,Bike,M,728,Cancelled,South Indian,Online Portal,Packaging not Proper
4778452925,Walk,F,411,Cancelled,Susi,Mobile App,Packaging not Proper
986714747,Cycle,M,267,Cancelled,Susi,Mobile App,Packaging not Proper
826034799,Bike,F,808,Cancelled,Susi,Mobile App,Ordered mistaken
6405860361,Walk,F,707,Cancelled,Susi,Mobile App,Damaged
3993216156,Bike,M,541,Cancelled,Seafood,Online Portal,Ordered mistaken
1250038731,Bike,M,616,Cancelled,Seafood,Online Portal,Packaging not Proper
5316402014,Walk,M,983,Cancelled,Continental,Mobile App,Packaging not Proper
4797806494,Bike,F,800,Cancelled,North Indian,Online Portal,Ordered mistaken
2152974360,Bike,F,841,Cancelled,Susi,Mobile App,Damaged
8246528106,Walk,F,790,Cancelled,North Indian,Mobile App,Ordered mistaken
2324316935,Walk,M,227,Cancelled,Susi,Mobile App,Ordered mistaken
9450956006,Bike,M,349,Cancelled,Continental,Mobile App,Ordered mistaken
4082199101,Walk,M,601,Cancelled,Continental,Mobile App,Ordered mistaken
4835843509,Cycle,M,984,Cancelled,Continental,Mobile App,Ordered mistaken
5622863155,Bike,F,673,Cancelled,North Indian,Mobile App,Ordered mistaken
3985501580,Bike,M,1000,Cancelled,North Indian,Online Portal,Damaged
9089693734,Cycle,M,247,Cancelled,Seafood,Online Portal,Ordered mistaken
8006916594,Bike,F,672,Cancelled,Continental,Online Portal,Packaging not Proper
2865272036,Bike,M,528,Cancelled,North Indian,Online Portal,Ordered mistaken
9014571534,Cycle,M,165,Cancelled,South Indian,Online Portal,Ordered mistaken
2784257622,Cycle,F,569,Cancelled,Susi,Mobile App,Ordered mistaken
499720490,Bike,M,911,Cancelled,Seafood,Mobile App,Packaging not Proper
7470325395,Bike,M,658,Cancelled,South Indian,Online Portal,Damaged
5862296891,Cycle,F,825,Cancelled,Continental,Mobile App,Damaged
8101241450,Bike,F,194,Cancelled,Susi,Online Portal,Ordered mistaken
4716428915,Bike,M,323,Cancelled,Seafood,Online Portal,Damaged
3044838924,Cycle,F,785,Cancelled,Continental,Online Portal,Packaging not Proper
8422301318,Bike,F,785,Cancelled,North Indian,Online Portal,Ordered mistaken
9582524138,Walk,M,216,Cancelled,North Indian,Mobile App,Packaging not Proper
3297684674,Cycle,F,883,Cancelled,South Indian,Online Portal,Ordered mistaken
4717707028,Cycle,F,349,Cancelled,Susi,Mobile App,Packaging not Proper
4753888800,Cycle,M,151,Cancelled,Continental,Online Portal,Packaging not Proper
3154095071,Walk,M,388,Cancelled,South Indian,Mobile App,Ordered mistaken
8084134256,Walk,F,855,Cancelled,Susi,Mobile App,Packaging not Proper
3313201547,Cycle,M,827,Cancelled,North Indian,Online Portal,Damaged
8222216627,Bike,M,320,Cancelled,South Indian,Mobile App,Ordered mistaken
9249333560,Walk,M,181,Cancelled,North Indian,Mobile App,Packaging not Proper
8574521914,Cycle,F,376,Cancelled,Continental,Mobile App,Ordered mistaken
8065563228,Bike,F,541,Cancelled,Susi,Mobile App,Ordered mistaken
4819903578,Bike,F,880,Cancelled,Seafood,Online Portal,Damaged
3089982293,Cycle,F,663,Cancelled,Seafood,Mobile App,Ordered mistaken
2404974815,Cycle,M,234,Cancelled,South Indian,Mobile App,Ordered mistaken
827530099,Cycle,M,570,Cancelled,Seafood,Online Portal,Ordered mistaken
8177690426,Walk,F,692,Cancelled,North Indian,Mobile App,Ordered mistaken
5198167533,Bike,F,824,Cancelled,Susi,Mobile App,Packaging not Proper
6416201356,Bike,F,939,Cancelled,South Indian,Online Portal,Packaging not Proper
3783950201,Cycle,F,913,Cancelled,South Indian,Mobile App,Ordered mistaken
7670222859,Cycle,F,879,Cancelled,Continental,Online Portal,Ordered mistaken
3522513282,Cycle,M,818,Cancelled,South Indian,Mobile App,Packaging not Proper
6450919345,Cycle,F,621,Cancelled,North Indian,Online Portal,Ordered mistaken
7958232454,Walk,F,920,Cancelled,South Indian,Mobile App,Ordered mistaken
5896371527,Cycle,F,995,Cancelled,South Indian,Mobile App,Ordered mistaken
1817755617,Bike,F,295,Cancelled,North Indian,Mobile App,Damaged
5609891876,Bike,F,583,Cancelled,South Indian,Mobile App,Ordered mistaken
155255975,Walk,M,608,Cancelled,Susi,Online Portal,Damaged
8958727845,Cycle,M,124,Cancelled,Susi,Online Portal,Damaged
6712597218,Bike,F,731,Cancelled,South Indian,Online Portal,Damaged
8987652521,Bike,F,874,Cancelled,Seafood,Online Portal,Ordered mistaken
8351359238,Walk,F,554,Cancelled,Continental,Online Portal,Damaged
1515085678,Walk,F,344,Cancelled,Continental,Online Portal,Packaging not Proper
2503291260,Cycle,M,561,Cancelled,North Indian,Mobile App,Packaging not Proper
2128758238,Cycle,F,813,Cancelled,Seafood,Online Portal,Damaged
7563249591,Bike,M,695,Cancelled,Susi,Online Portal,Ordered mistaken
6034169925,Cycle,F,513,Cancelled,Seafood,Mobile App,Packaging not Proper
6157624299,Cycle,M,621,Cancelled,Susi,Online Portal,Packaging not Proper
1047571412,Bike,M,635,Cancelled,Continental,Online Portal,Ordered mistaken
3358674215,Walk,F,782,Cancelled,Susi,Mobile App,Ordered mistaken
486768503,Walk,M,381,Cancelled,Seafood,Mobile App,Ordered mistaken
1746238534,Bike,F,101,Cancelled,North Indian,Mobile App,Ordered mistaken
5004569584,Cycle,M,545,Cancelled,Susi,Mobile App,Packaging not Proper
4583249748,Walk,M,388,Cancelled,Continental,Mobile App,Ordered mistaken
3228774503,Cycle,M,967,Cancelled,Seafood,Mobile App,Ordered mistaken
6278279886,Cycle,F,166,Cancelled,Susi,Online Portal,Damaged
8309640978,Walk,M,788,Cancelled,North Indian,Mobile App,Packaging not Proper
6483625626,Cycle,F,105,Cancelled,South Indian,Online Portal,Damaged
4639380070,Bike,F,439,Cancelled,Continental,Mobile App,Ordered mistaken
4603946058,Cycle,F,536,Cancelled,South Indian,Online Portal,Packaging not Proper
6583005190,Bike,F,631,Cancelled,Seafood,Online Portal,Packaging not Proper
7851911079,Cycle,F,728,Cancelled,Continental,Mobile App,Packaging not Proper
2812606479,Walk,M,647,Cancelled,Seafood,Mobile App,Ordered mistaken
6941191341,Walk,M,368,Cancelled,North Indian,Online Portal,Damaged
892367806,Walk,F,163,Cancelled,North Indian,Online Portal,Packaging not Proper
6233759498,Cycle,M,896,Cancelled,North Indian,Mobile App,Ordered mistaken
7549663297,Cycle,F,407,Cancelled,Susi,Online Portal,Ordered mistaken
3495437576,Walk,F,563,Cancelled,Susi,Online Portal,Damaged
5354736633,Walk,M,727,Cancelled,Continental,Online Portal,Ordered mistaken
1955616086,Cycle,M,127,Cancelled,North Indian,Mobile App,Damaged
1439386927,Bike,M,722,Cancelled,Seafood,Mobile App,Ordered mistaken
4387223359,Bike,F,151,Cancelled,Susi,Online Portal,Ordered mistaken
3932880749,Cycle,M,373,Cancelled,Susi,Mobile App,Packaging not Proper
6492056280,Bike,M,127,Cancelled,Continental,Online Portal,Ordered mistaken
4539782436,Walk,M,597,Cancelled,Susi,Mobile App,Ordered mistaken
4302838922,Walk,M,541,Cancelled,Continental,Online Portal,Ordered mistaken
8576927039,Walk,M,726,Cancelled,South Indian,Online Portal,Ordered mistaken
719989965,Walk,F,847,Cancelled,Continental,Online Portal,Ordered mistaken
849613574,Walk,M,214,Cancelled,Continental,Mobile App,Ordered mistaken
6208439752,Walk,F,799,Cancelled,South Indian,Online Portal,Damaged
6160157493,Cycle,F,494,Cancelled,South Indian,Mobile App,Ordered mistaken
3272746196,Bike,M,508,Cancelled,North Indian,Online Portal,Ordered mistaken
7155659487,Bike,F,197,Cancelled,North Indian,Mobile App,Packaging not Proper
2216894540,Cycle,M,970,Cancelled,North Indian,Online Portal,Damaged
9652930857,Bike,M,911,Cancelled,Continental,Online Portal,Damaged
8669950537,Walk,M,509,Cancelled,South Indian,Online Portal,Ordered mistaken
4189537012,Walk,M,125,Cancelled,Susi,Online Portal,Ordered mistaken
1410608883,Cycle,M,247,Cancelled,North Indian,Mobile App,Ordered mistaken
5263196539,Walk,M,417,Cancelled,Continental,Mobile App,Damaged
2043887416,Bike,F,466,Cancelled,North Indian,Mobile App,Ordered mistaken
6179189382,Bike,F,623,Cancelled,South Indian,Online Portal,Packaging not Proper
8341908271,Walk,M,686,Cancelled,North Indian,Mobile App,Packaging not Proper
8841573465,Bike,F,142,Cancelled,North Indian,Mobile App,Ordered mistaken
1107060087,Bike,F,775,Cancelled,South Indian,Mobile App,Ordered mistaken
8155557057,Cycle,F,167,Cancelled,South Indian,Mobile App,Ordered mistaken
6416262347,Cycle,M,959,Cancelled,Susi,Mobile App,Ordered mistaken
5214474563,Walk,M,643,Cancelled,Seafood,Online Portal,Ordered mistaken
7163847777,Cycle,F,145,Cancelled,Seafood,Online Portal,Ordered mistaken
5704785751,Walk,M,274,Cancelled,South Indian,Online Portal,Packaging not Proper
1544201869,Cycle,M,374,Cancelled,South Indian,Online Portal,Packaging not Proper
2527939597,Bike,F,472,Cancelled,South Indian,Online Portal,Damaged
4836412552,Bike,F,525,Cancelled,Continental,Online Portal,Packaging not Proper
8658886794,Walk,M,269,Cancelled,Continental,Online Portal,Damaged
779253477,Cycle,M,181,Cancelled,North Indian,Online Portal,Ordered mistaken
6890155815,Cycle,M,793,Cancelled,Susi,Mobile App,Ordered mistaken
1656933748,Walk,F,314,Cancelled,North Indian,Online Portal,Damaged
4918514324,Bike,M,587,Cancelled,North Indian,Online Portal,Ordered mistaken
9021593386,Bike,M,530,Cancelled,Susi,Mobile App,Ordered mistaken
6510484064,Walk,M,843,Cancelled,South Indian,Online Portal,Damaged
6548803191,Walk,M,737,Cancelled,North Indian,Online Portal,Damaged
6430325393,Cycle,M,382,Cancelled,North Indian,Mobile App,Ordered mistaken
6121816678,Cycle,M,992,Cancelled,Seafood,Mobile App,Packaging not Proper
1344367585,Cycle,F,251,Cancelled,South Indian,Online Portal,Damaged
4099906523,Walk,M,417,Cancelled,Susi,Online Portal,Packaging not Proper
8303771620,Cycle,M,793,Cancelled,Seafood,Online Portal,Packaging not Proper
2820680550,Bike,M,839,Cancelled,Continental,Online Portal,Damaged
3479910939,Bike,M,735,Cancelled,Continental,Online Portal,Ordered mistaken
1826070125,Bike,M,770,Cancelled,Seafood,Online Portal,Damaged
9113840517,Bike,M,213,Cancelled,Seafood,Online Portal,Packaging not Proper
434951374,Walk,F,540,Cancelled,South Indian,Online Portal,Ordered mistaken
9752969003,Walk,M,518,Cancelled,Continental,Online Portal,Packaging not Proper
7435040274,Bike,F,368,Cancelled,Continental,Online Portal,Ordered mistaken
1470580209,Walk,M,468,Cancelled,Seafood,Mobile App,Damaged
5071075040,Bike,M,954,Cancelled,Continental,Online Portal,Packaging not Proper
3929057131,Walk,M,516,Cancelled,North Indian,Online Portal,Packaging not Proper
485951231,Cycle,M,514,Cancelled,South Indian,Online Portal,Ordered mistaken
1047877945,Bike,F,282,Cancelled,South Indian,Online Portal,Ordered mistaken
649212401,Bike,F,454,Cancelled,North Indian,Online Portal,Ordered mistaken
1458401227,Bike,M,956,Cancelled,North Indian,Online Portal,Ordered mistaken
5986983823,Walk,F,590,Cancelled,North Indian,Mobile App,Ordered mistaken
3817628846,Walk,F,992,Cancelled,Seafood,Mobile App,Ordered mistaken
5711532219,Cycle,M,481,Cancelled,South Indian,Mobile App,Ordered mistaken
5117164040,Bike,M,408,Cancelled,Continental,Online Portal,Packaging not Proper
1839712082,Walk,M,802,Cancelled,Continental,Online Portal,Damaged
622731874,Bike,F,315,Cancelled,Seafood,Mobile App,Damaged
1625345534,Cycle,F,160,Cancelled,Seafood,Online Portal,Packaging not Proper
6198547655,Walk,F,431,Cancelled,Continental,Mobile App,Packaging not Proper
3549566840,Cycle,F,720,Cancelled,Susi,Online Portal,Ordered mistaken
5610235626,Cycle,F,598,Cancelled,North Indian,Mobile App,Ordered mistaken
5875376570,Walk,F,231,Cancelled,Continental,Online Portal,Packaging not Proper
3057363946,Cycle,F,136,Cancelled,North Indian,Online Portal,Packaging not Proper
2238836381,Walk,F,374,Cancelled,Continental,Online Portal,Damaged
14892324,Walk,M,760,Cancelled,Seafood,Online Portal,Damaged
3532930609,Cycle,F,746,Cancelled,Susi,Online Portal,Ordered mistaken
2077735880,Bike,M,332,Cancelled,Seafood,Online Portal,Ordered mistaken
376848847,Bike,F,310,Cancelled,South Indian,Mobile App,Packaging not Proper
6224454760,Walk,F,893,Cancelled,South Indian,Online Portal,Ordered mistaken
9681990978,Walk,F,285,Cancelled,Continental,Online Portal,Ordered mistaken
2614871745,Walk,F,710,Cancelled,Susi,Online Portal,Packaging not Proper
9318696841,Walk,M,517,Cancelled,South Indian,Mobile App,Ordered mistaken
2437140476,Cycle,F,604,Cancelled,Continental,Mobile App,Ordered mistaken
1271943328,Cycle,F,785,Cancelled,Continental,Mobile App,Packaging not Proper
5869942284,Walk,F,391,Cancelled,South Indian,Online Portal,Damaged
5220191101,Cycle,F,565,Cancelled,Continental,Mobile App,Damaged
645644870,Cycle,F,529,Cancelled,South Indian,Online Portal,Ordered mistaken
3414050390,Walk,F,942,Cancelled,Seafood,Online Portal,Packaging not Proper
9481102378,Cycle,M,415,Cancelled,South Indian,Online Portal,Packaging not Proper
5959550423,Bike,M,547,Cancelled,North Indian,Online Portal,Damaged
2504994117,Bike,F,293,Cancelled,South Indian,Mobile App,Damaged
1732229600,Walk,M,384,Cancelled,North Indian,Mobile App,Packaging not Proper
1701033283,Bike,F,559,Cancelled,South Indian,Online Portal,Damaged
4282084960,Walk,F,958,Cancelled,Susi,Online Portal,Ordered mistaken
9741954190,Walk,F,635,Cancelled,Seafood,Online Portal,Ordered mistaken
3246424322,Bike,M,444,Cancelled,Continental,Online Portal,Ordered mistaken
3288786524,Bike,F,881,Cancelled,Seafood,Online Portal,Ordered mistaken
4754070518,Walk,M,699,Cancelled,South Indian,Mobile App,Ordered mistaken
4927202488,Walk,F,622,Cancelled,South Indian,Mobile App,Ordered mistaken
3635739960,Bike,F,133,Cancelled,Continental,Online Portal,Damaged
1762576678,Cycle,M,368,Cancelled,Continental,Mobile App,Damaged
4504241862,Walk,M,550,Cancelled,Continental,Mobile App,Packaging not Proper
8538717898,Walk,M,521,Cancelled,Susi,Online Portal,Packaging not Proper
8478188533,Cycle,F,792,Cancelled,Seafood,Online Portal,Ordered mistaken
7485781138,Walk,M,458,Cancelled,Susi,Online Portal,Damaged
6010122805,Cycle,F,280,Cancelled,North Indian,Online Portal,Ordered mistaken
5081012793,Walk,M,202,Cancelled,South Indian,Online Portal,Ordered mistaken
3224371560,Walk,M,376,Cancelled,South Indian,Mobile App,Ordered mistaken
4039766334,Cycle,F,409,Cancelled,South Indian,Mobile App,Packaging not Proper
1406578711,Bike,F,385,Cancelled,Susi,Mobile App,Ordered mistaken
1610715969,Walk,M,741,Cancelled,North Indian,Mobile App,Ordered mistaken
790937867,Cycle,M,813,Cancelled,North Indian,Mobile App,Damaged
372481353,Walk,F,331,Cancelled,North Indian,Online Portal,Packaging not Proper
8136382921,Bike,F,154,Cancelled,Susi,Mobile App,Packaging not Proper
6234311121,Cycle,F,225,Cancelled,Seafood,Mobile App,Packaging not Proper
3351164718,Cycle,M,305,Cancelled,Seafood,Mobile App,Packaging not Proper
1003343899,Bike,F,720,Cancelled,Seafood,Mobile App,Damaged
8858097130,Cycle,M,927,Cancelled,Continental,Online Portal,Packaging not Proper
1580268501,Walk,F,861,Cancelled,Susi,Mobile App,Ordered mistaken
6270930146,Walk,F,703,Cancelled,South Indian,Mobile App,Packaging not Proper
5406572148,Walk,F,967,Cancelled,Continental,Mobile App,Packaging not Proper
4863354967,Bike,M,673,Cancelled,Continental,Mobile App,Packaging not Proper
6904311347,Bike,F,448,Cancelled,Susi,Online Portal,Ordered mistaken
4079080468,Walk,F,595,Cancelled,Continental,Online Portal,Ordered mistaken
6781575023,Walk,M,624,Cancelled,South Indian,Mobile App,Ordered mistaken
7497556142,Cycle,F,521,Cancelled,Seafood,Mobile App,Ordered mistaken
590053442,Bike,F,283,Cancelled,Continental,Online Portal,Damaged
3095249616,Walk,M,656,Cancelled,Seafood,Online Portal,Ordered mistaken
1272004902,Bike,M,574,Cancelled,North Indian,Mobile App,Ordered mistaken
540755508,Walk,M,928,Cancelled,Susi,Online Portal,Damaged
208922504,Walk,F,652,Cancelled,Continental,Mobile App,Packaging not Proper
4085929038,Bike,M,782,Cancelled,Seafood,Mobile App,Ordered mistaken
4421061956,Bike,M,818,Cancelled,North Indian,Online Portal,Damaged
2167118023,Walk,F,242,Cancelled,Seafood,Online Portal,Packaging not Proper
9764049435,Walk,M,829,Cancelled,Susi,Mobile App,Damaged
3217232860,Bike,M,503,Cancelled,North Indian,Mobile App,Damaged
890197237,Cycle,F,707,Cancelled,South Indian,Online Portal,Ordered mistaken
1370988842,Walk,M,234,Cancelled,North Indian,Mobile App,Ordered mistaken
3577482761,Cycle,M,116,Cancelled,Susi,Mobile App,Ordered mistaken
8676132976,Cycle,F,408,Cancelled,Continental,Online Portal,Packaging not Proper
3828499961,Walk,F,892,Cancelled,South Indian,Online Portal,Ordered mistaken
2541104308,Walk,F,561,Cancelled,Susi,Mobile App,Ordered mistaken
8719946880,Bike,F,950,Cancelled,Susi,Mobile App,Damaged
7254157587,Walk,M,982,Cancelled,Continental,Mobile App,Ordered mistaken
360482058,Bike,F,951,Cancelled,Continental,Online Portal,Ordered mistaken
5556844267,Bike,F,360,Cancelled,North Indian,Mobile App,Ordered mistaken
5605896741,Bike,F,309,Cancelled,North Indian,Online Portal,Packaging not Proper
5258317811,Walk,F,1000,Cancelled,Susi,Online Portal,Ordered mistaken
4235651544,Cycle,F,162,Cancelled,Susi,Mobile App,Damaged
9253057386,Cycle,M,985,Cancelled,Continental,Online Portal,Ordered mistaken
1088000991,Walk,F,681,Cancelled,Seafood,Mobile App,Ordered mistaken
6646718121,Cycle,F,500,Cancelled,Continental,Mobile App,Ordered mistaken
5574894777,Walk,F,241,Cancelled,Continental,Online Portal,Packaging not Proper
4453754728,Bike,M,719,Cancelled,Continental,Online Portal,Ordered mistaken
5954164738,Walk,F,487,Cancelled,North Indian,Mobile App,Ordered mistaken
5415725563,Walk,F,134,Cancelled,Seafood,Online Portal,Ordered mistaken
4031587015,Walk,M,431,Cancelled,Continental,Mobile App,Packaging not Proper
1902153308,Walk,M,568,Cancelled,Continental,Mobile App,Ordered mistaken
9966588930,Walk,M,954,Cancelled,Seafood,Mobile App,Ordered mistaken
